Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
LPS+Nigericin / LPS,Q9BSW2_T586_M2_19,Q9BSW2,HexNAc (ST),2.352853941478142,2.352853941478142,0.03811805014781966,0.5115527740946938,5,Q9BSW2,CRACR2A,EF-hand calcium-binding domain-containing protein 4B,EFC4B_HUMAN,11,-80.4241608349176,0.195758391650824,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.3835151925183248,2.736369133996467,Robust
P3C4 / Unstim,Cont_P68103_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-1.763859593444879,1.763859593444879,0.03814116022135882,0.511607491686253,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,239.6054457506843,3.396054457506843,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1105137506098942,-1.8743733440547732,Robust
P3C4 / Unstim,P68104_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-1.763859593444879,1.763859593444879,0.03814116022135882,0.511607491686253,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,239.6054457506843,3.396054457506843,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1105137506098942,-1.8743733440547732,Robust
LPS / Unstim,P07339_C290_M1_24,P07339,Nitrosyl,-1.6628584199725656,1.6628584199725656,0.03819638201545585,0.5116776228992643,6,P07339,CTSD,Cathepsin D,CATD_HUMAN,32,216.64327078402863,3.1664327078402863,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4332853617540935,-1.229573058218472,Robust
LPS+Nigericin / Unstim,O14497_S363_M1_28,O14497,Phospho (STY),-1.5262148941385585,1.5262148941385585,0.03838118341483049,0.5120474320779638,6,O14497,ARID1A,AT-rich interactive domain-containing protein 1A,ARI1A_HUMAN,65,188.029163392499,2.88029163392499,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.873078740979045,-0.6531361531595135,Robust
LPS / Unstim,Q5BKZ1_K442_M1_17,Q5BKZ1,GlyGly (K),7.969625687672429,7.969625687672429,0.03836292164592629,0.5120474320779638,6,Q5BKZ1,ZNF326,DBIRD complex subunit ZNF326,ZN326_HUMAN,19,-99.6010636463749,0.00398936353625096,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.7641399139253433,8.733765601597772,Robust
P3C4 / Unstim,P30101_T319_M2_28,P30101,Phospho (STY),0.988626091149302,0.988626091149302,0.0384842648268684,0.512177035284485,4,P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,92,-49.60425241118249,0.5039574758881751,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1368917112660636,0.8517343798832384,Robust
P3C4+Nigericin / P3C4,Q8WWM7_T182_M1_28,Q8WWM7,Phospho (STY),-2.703919003314179,2.703919003314179,0.03849265267225833,0.5122257824185921,5,Q8WWM7,ATXN2L,Ataxin-2-like protein,ATX2L_HUMAN,52,551.5694686093273,6.515694686093273,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.7047937921022662,-0.9991252112119129,Robust
P3C4+Nigericin / P3C4,Q8WWM7_S188_M1_31,Q8WWM7,Sulfo (STY),-7.892591303427362,7.892591303427362,0.03858230569749242,0.5123978837693326,4,Q8WWM7,ATXN2L,Ataxin-2-like protein,ATX2L_HUMAN,52,23663.29863478443,237.6329863478443,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.7047937921022662,-6.187797511325096,Robust
P3C4+Nigericin / Unstim,Q01518_K412_M1_32,Q01518,Trimethyl (K),-2.3541691305454315,2.3541691305454315,0.0386919105233231,0.5127623823236249,6,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,411.2996826366802,5.1129968263668015,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4485805095523945,-0.905588620993037,Robust
P3C4+Nigericin / P3C4,O95782_K810_M1_32,O95782,Trimethyl (K),-2.432329975295376,2.432329975295376,0.03884714332522081,0.5127914106226924,6,O95782,AP2A1,AP-2 complex subunit alpha-1,AP2A1_HUMAN,55,439.7644553250013,5.397644553250013,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1054942879050635,-1.3268356873903127,Robust
LPS+Nigericin / Unstim,P14618_K151_M1_17,P14618,GlyGly (K),-1.997013290816804,1.997013290816804,0.03888852972461693,0.5127914106226924,6,P14618,PKM,Pyruvate kinase PKM,KPYM_HUMAN,78,299.1727649586629,3.9917276495866294,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.5931361184886916,-1.4038771723281123,Robust
LPS / Unstim,P21964_R151_M1_22,P21964,Methyl (KR),-2.3843112948978926,2.3843112948978926,0.03884395369677427,0.5127914106226924,6,P21964,COMT,Catechol O-methyltransferase,COMT_HUMAN,28,422.0946209396364,5.220946209396364,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.24452047114413103,-2.1397908237537617,Robust
LPS+Nigericin / LPS,P29692_R219_M1_22,P29692,Methyl (KR),-1.48231956468365,1.48231956468365,0.03874222241866624,0.5127914106226924,6,P29692,EEF1D,Elongation factor 1-delta,EF1D_HUMAN,27,179.3975877028183,2.793975877028183,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.6273370257753459,-0.8549825389083041,Robust
LPS+Nigericin / LPS,P29692_C217_M1_24,P29692,Nitrosyl,-1.48231956468365,1.48231956468365,0.03874222241866624,0.5127914106226924,6,P29692,EEF1D,Elongation factor 1-delta,EF1D_HUMAN,27,179.3975877028183,2.793975877028183,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.6273370257753459,-0.8549825389083041,Robust
P3C4+Nigericin / P3C4,P49959_K28_M1_17,P49959,GlyGly (K),-2.684066630158451,2.684066630158451,0.03887342084957832,0.5127914106226924,6,P49959,MRE11,Double-strand break repair protein MRE11,MRE11_HUMAN,44,542.6648778804434,6.426648778804434,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8748433976429478,-1.809223232515503,Robust
P3C4+Nigericin / P3C4,P60174_K33_M1_0,P60174,Acetyl (K),-2.085789059843102,2.085789059843102,0.03877232932377307,0.5127914106226924,6,P60174,TPI1,Triosephosphate isomerase,TPIS_HUMAN,42,324.5072107497156,4.2450721074971565,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.3962661623485948,-0.6895228974945073,Robust
P3C4+Nigericin / P3C4,P07237_S293_M1_31,P07237,Sulfo (STY),-2.4816867332676154,2.4816867332676154,0.03889975276437265,0.5127914106226924,5,P07237,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,110,458.5501162726408,5.585501162726408,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.19749068962748015,-2.284196043640135,Robust
LPS+Nigericin / Unstim,P04083_T64_M1_31,P04083,Sulfo (STY),1.4251713018110088,1.4251713018110088,0.03898103300522344,0.5128887064891414,4,P04083,ANXA1,Annexin A1,ANXA1_HUMAN,57,-62.76248516891734,0.37237514831082663,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.6420714705565049,0.7830998312545039,Robust
P3C4+Nigericin / Unstim,Q09666_K2106_M1_18,Q09666,Hex (K),-3.3049871453615127,3.3049871453615127,0.0391730208176923,0.5132779103578577,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,888.3261035221302,9.883261035221302,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.0379204968861848,-2.267066648475328,Robust
LPS / Unstim,O75351_R243_M1_22,O75351,Methyl (KR),0.6235457236088265,0.6235457236088265,0.03920323650794696,0.5133118068003281,6,O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,VPS4B_HUMAN,35,-35.09262681085965,0.6490737318914035,Unstim,LPS,NA,NA,NA,LPS,Unstim,0.0199243527072808,0.6036213709015458,Robust
P3C4+Nigericin / P3C4,P30044_K179_M1_18,P30044,Hex (K),-2.359100934325513,2.359100934325513,0.03930630871177622,0.5133118068003281,5,P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",PRDX5_HUMAN,20,413.0505340668249,5.1305053406682495,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.7422883774678539,-1.6168125568576592,Robust
LPS+Nigericin / LPS,Q99714_K52_M1_13,Q99714,Dimethyl (KR),2.2706976070882345,2.2706976070882345,0.03931035224899344,0.5133192848192326,6,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,HCD2_HUMAN,26,-79.27703425145761,0.2072296574854239,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.3473446404783925,1.9233529666098421,Robust
LPS / Unstim,P41218_K355_M1_13,P41218,Dimethyl (KR),-2.2789197637296317,2.2789197637296317,0.03931368562130416,0.5133525063870119,6,P41218,MNDA,Myeloid cell nuclear differentiation antigen,MNDA_HUMAN,44,385.31443232245454,4.853144323224545,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.575238614159472,-1.7036811495701598,Robust
LPS / Unstim,P00505_R68_M2_13,P00505,Dimethyl (KR),4.988214443662904,4.988214443662904,0.03936992686392725,0.513448233931963,6,P00505,GOT2,"Aspartate aminotransferase, mitochondrial",AATM_HUMAN,38,-96.84936692657612,0.0315063307342388,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.5005065668574687,5.488721010520373,Robust
P3C4+Nigericin / P3C4,P10809_R446_M1_22,P10809,Methyl (KR),0.45429661309254415,0.45429661309254415,0.03969614814144848,0.513682732713839,6,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,-27.013406800160688,0.7298659319983931,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.1291976072910422,0.5834942203835863,Robust
LPS+Nigericin / Unstim,P13667_K184_M1_13,P13667,Dimethyl (KR),2.4963501291394823,2.4963501291394823,0.0395600916092628,0.513682732713839,6,P13667,PDIA4,Protein disulfide-isomerase A4,PDIA4_HUMAN,81,-82.27755115525662,0.17722448844743385,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.06604250555220907,2.4303076235872734,Robust
LPS / Unstim,P20700_K156_M2_32,P20700,Trimethyl (K),-2.2694555137647208,2.2694555137647208,0.03959971834806704,0.513682732713839,6,P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,93,382.14113228421655,4.821411322842166,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.32824102194003535,-1.9412144918246854,Robust
LPS / Unstim,P20700_K145_M2_32,P20700,Trimethyl (K),-2.2694555137647208,2.2694555137647208,0.03959971834806704,0.513682732713839,6,P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,93,382.14113228421655,4.821411322842166,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.32824102194003535,-1.9412144918246854,Robust
LPS / Unstim,P31943_C122_M1_24,P31943,Nitrosyl,-6.486647209717004,6.486647209717004,0.03962089607176063,0.513682732713839,6,P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,HNRH1_HUMAN,44,8867.582512894165,89.67582512894165,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.24726821263420787,-6.239378997082796,Robust
P3C4+Nigericin / Unstim,P51153_K56_M2_17,P51153,GlyGly (K),-1.7189107876934753,1.7189107876934753,0.03969096676400176,0.513682732713839,6,P51153,RAB13,Ras-related protein Rab-13,RAB13_HUMAN,18,229.1877814120756,3.291877814120756,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7858970648620481,-0.9330137228314271,Robust
P3C4+Nigericin / P3C4,Q15046_R392_M1_13,Q15046,Dimethyl (KR),-1.7281138989242515,1.7281138989242515,0.03942615947964903,0.513682732713839,6,Q15046,KARS1,Lysine--tRNA ligase,SYK_HUMAN,46,231.29441877109628,3.3129441877109627,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.0214045992966103,-0.7067092996276412,Robust
LPS+Nigericin / LPS,Q99497_K89_M1_13,Q99497,Dimethyl (KR),-2.0456624019852248,2.0456624019852248,0.03951730167524719,0.513682732713839,6,Q99497,PARK7,Parkinson disease protein 7,PARK7_HUMAN,37,312.86279088489897,4.12862790884899,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7307592469333007,-1.314903155051924,Robust
P3C4 / Unstim,Q9H4A4_C85_M1_24,Q9H4A4,Nitrosyl,2.1900861956938207,2.1900861956938207,0.0395328564278198,0.513682732713839,6,Q9H4A4,RNPEP,Aminopeptidase B,AMPB_HUMAN,43,-78.0861662767428,0.21913833723257203,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.00410517655661733,2.194191372250438,Robust
P3C4 / Unstim,P31943_C122_M1_24,P31943,Nitrosyl,-6.251280150422014,6.251280150422014,0.03976547733262388,0.5137098976076001,6,P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,HNRH1_HUMAN,44,7517.68195593842,76.1768195593842,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.148214989444539,-6.103065160977475,Robust
P3C4+Nigericin / Unstim,O14744_C344_M1_24,O14744,Nitrosyl,-2.7697700503467155,2.7697700503467155,0.03988726564816979,0.5139000378908668,6,O14744,PRMT5,Protein arginine N-methyltransferase 5,ANM5_HUMAN,31,581.9992016115973,6.819992016115973,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1209491040644264,-1.6488209462822891,Robust
P3C4+Nigericin / Unstim,P31943_C122_M1_24,P31943,Nitrosyl,-6.036374414276456,6.036374414276456,0.03991040409079687,0.5139239854744063,6,P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,HNRH1_HUMAN,44,6463.413466103579,65.63413466103579,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.3764231221975662,-4.65995129207889,Robust
P3C4 / Unstim,Q6PJG2_C502_M1_24,Q6PJG2,Nitrosyl,-1.2874633606111023,1.2874633606111023,0.03996680480148638,0.5140159265455221,6,Q6PJG2,MIDEAS,Mitotic deacetylase-associated SANT domain protein,MDEAS_HUMAN,40,144.09848831071074,2.4409848831071073,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.7002900842082511,-0.5871732764028512,Robust
LPS+Nigericin / Unstim,P02545_C591_M2_24,P02545,Nitrosyl,0.8876738170689289,0.8876738170689289,0.04000867313455697,0.5140860959460517,6,P02545,LMNA,Prelamin-A/C,LMNA_HUMAN,127,-45.95151130634165,0.5404848869365836,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.264140716883675,1.1518145339526038,Robust
LPS+Nigericin / Unstim,P02545_C588_M2_24,P02545,Nitrosyl,0.8876738170689289,0.8876738170689289,0.04000867313455697,0.5140860959460517,6,P02545,LMNA,Prelamin-A/C,LMNA_HUMAN,127,-45.95151130634165,0.5404848869365836,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.264140716883675,1.1518145339526038,Robust
P3C4+Nigericin / P3C4,P26038_S576_M1_28,P26038,Phospho (STY),-2.1768873570923235,2.1768873570923235,0.04005653000958031,0.5141177346958387,6,P26038,MSN,Moesin,MOES_HUMAN,79,352.1769203504475,4.521769203504475,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.247703328774887,-0.9291840283174364,Robust
P3C4+Nigericin / Unstim,Q14684_K589_M1_13,Q14684,Dimethyl (KR),-0.6020396563472997,0.6020396563472997,0.04009298004788862,0.5141336226022829,6,Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,RRP1B_HUMAN,37,51.786097488547234,1.5178609748854723,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.2018601904908168,0.5998205341435171,Robust
LPS+Nigericin / Unstim,P23141_K129_M1_32,P23141,Trimethyl (K),2.1789067332709444,2.1789067332709444,0.04012432357620356,0.5141829654679885,5,P23141,CES1,Liver carboxylesterase 1,EST1_HUMAN,57,-77.91569606251994,0.2208430393748006,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.1254391942989001,2.0534675389720443,Robust
LPS+Nigericin / Unstim,O14744_C344_M1_24,O14744,Nitrosyl,-3.0145342171747647,3.0145342171747647,0.04020390835407732,0.5142807925977294,6,O14744,PRMT5,Protein arginine N-methyltransferase 5,ANM5_HUMAN,31,708.1002150232034,8.081002150232035,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6933715322069551,-2.3211626849678098,Robust
P3C4+Nigericin / Unstim,O00541_Y392_M1_31,O00541,Sulfo (STY),-1.856150812526559,1.856150812526559,0.04026213279892637,0.5143365378283665,6,O00541,PES1,Pescadillo homolog,PESC_HUMAN,34,262.04042917186786,3.6204042917186783,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8319597478326844,-1.0241910646938743,Robust
P3C4+Nigericin / Unstim,O00541_C391_M1_24,O00541,Nitrosyl,-1.856150812526559,1.856150812526559,0.04026213279892637,0.5143365378283665,6,O00541,PES1,Pescadillo homolog,PESC_HUMAN,34,262.04042917186786,3.6204042917186783,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8319597478326844,-1.0241910646938743,Robust
P3C4+Nigericin / Unstim,O75367_K236_M1_10,O75367,Crotonyl,-1.8305323834291596,1.8305323834291596,0.04024963586680721,0.5143365378283665,6,O75367,MACROH2A1,Core histone macro-H2A.1,H2AY_HUMAN,41,255.66829699378113,3.5566829699378113,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.43853144097139174,-1.3920009424577677,Robust
LPS+Nigericin / LPS,P30101_K94_M1_13,P30101,Dimethyl (KR),0.985396625052401,0.985396625052401,0.0404013490614506,0.5144296587219871,6,P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,92,-49.49131540875168,0.5050868459124832,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.01572849310307264,0.9696681319493283,Robust
LPS+Nigericin / LPS,P34931_K130_M1_17,P34931,GlyGly (K),3.196361488599611,3.196361488599611,0.04044142669675791,0.5144296587219871,6,P34931,HSPA1L,Heat shock 70 kDa protein 1-like,HS71L_HUMAN,13,-89.09063895522411,0.10909361044775888,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.10071954674026629,3.297081035339877,Robust
LPS+Nigericin / Unstim,Q01518_K63_M2_18,Q01518,Hex (K),-2.239880292031506,2.239880292031506,0.04033583233198708,0.5144296587219871,6,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,372.3578689377574,4.723578689377574,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.8951742816774941,-1.3447060103540118,Robust
P3C4+Nigericin / P3C4,Q5T1R4_T1401_M1_19,Q5T1R4,HexNAc (ST),-2.1723932871464244,2.1723932871464244,0.04029007903015791,0.5144296587219871,6,Q5T1R4,HIVEP3,Transcription factor HIVEP3,ZEP3_HUMAN,86,350.7705573541357,4.507705573541357,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.4662081560992009,-0.7061851310472236,Robust
P3C4+Nigericin / P3C4,Q9P258_R300_M1_13,Q9P258,Dimethyl (KR),4.2021528529138905,4.2021528529138905,0.04048960575573235,0.5144296587219871,4,Q9P258,RCC2,Protein RCC2,RCC2_HUMAN,32,-94.56717213568706,0.05432827864312943,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.4751482355539702,5.6773010884678605,Robust
P3C4+Nigericin / Unstim,P48643_S428_M2_31,P48643,Sulfo (STY),-1.6097502846747946,1.6097502846747946,0.04051342387321657,0.5144362168047962,5,P48643,CCT5,T-complex protein 1 subunit epsilon,TCPE_HUMAN,60,205.19901048390147,3.051990104839015,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8225730353583283,-0.7871772493164664,Robust
P3C4+Nigericin / P3C4,Q7Z6P3_T874_M1_31,Q7Z6P3,Sulfo (STY),-0.326275516485518,0.326275516485518,0.04058116935078144,0.514658098415175,6,Q7Z6P3,RAB44,Ras-related protein Rab-44,RAB44_HUMAN,54,25.377243485797397,1.253772434857974,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.167830325482427,0.8415548089969089,Robust
LPS+Nigericin / LPS,Q16658_R201_M1_13,Q16658,Dimethyl (KR),-1.741302841674517,1.741302841674517,0.04060407806967889,0.5147388177645298,6,Q16658,FSCN1,Fascin,FSCN1_HUMAN,47,234.33695816221123,3.3433695816221123,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.4938061774594032,-1.247496664215114,Robust
P3C4+Nigericin / P3C4,P61158_K38_M1_10,P61158,Crotonyl,-1.1586000062394015,1.1586000062394015,0.04075253385174185,0.514847815189924,6,P61158,ACTR3,Actin-related protein 3,ARP3_HUMAN,34,123.24068931917766,2.2324068931917767,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.427539227886754,-0.7310607783526475,Robust
LPS+Nigericin / Unstim,Q16553_K37_M1_32,Q16553,Trimethyl (K),-0.7725061069977169,0.7725061069977169,0.04076845349061193,0.514847815189924,6,Q16553,LY6E,Lymphocyte antigen 6E,LY6E_HUMAN,1,70.82345837147135,1.7082345837147137,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.5923735613219163,-1.3648796683196331,Robust
P3C4+Nigericin / P3C4,P61247_K199_M1_13,P61247,Dimethyl (KR),-1.3599355358553027,1.3599355358553027,0.0408088451678109,0.5148603168123478,6,P61247,RPS3A,Small ribosomal subunit protein eS1,RS3A_HUMAN,50,156.67371026897453,2.5667371026897454,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.732933658793203,-0.6270018770620996,Robust
LPS / Unstim,P62750_R139_M2_22,P62750,Methyl (KR),-1.2243036653255597,1.2243036653255597,0.04093648067266416,0.5149125450245854,4,P62750,RPL23A,Large ribosomal subunit protein uL23,RL23A_HUMAN,19,133.64265196587047,2.336426519658705,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4637416056919158,-0.7605620596336439,Robust
P3C4+Nigericin / Unstim,P62249_K4_M1_22,P62249,Methyl (KR),0.6956471443006293,0.6956471443006293,0.04100050193493967,0.5150789731328529,4,P62249,RPS16,Small ribosomal subunit protein uS9,RS16_HUMAN,19,-38.25677028516721,0.6174322971483279,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5486626387697321,1.2443097830703613,Robust
LPS / Unstim,P05455_K316_M2_32,P05455,Trimethyl (K),-2.2660813594863716,2.2660813594863716,0.04106450470755689,0.5151723787328613,6,P05455,SSB,Lupus La protein,LA_HUMAN,57,381.0148251918763,4.810148251918763,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4121291626128901,-1.8539521968734816,Robust
LPS / Unstim,P05455_K312_M2_32,P05455,Trimethyl (K),-2.2660813594863716,2.2660813594863716,0.04106450470755689,0.5151723787328613,6,P05455,SSB,Lupus La protein,LA_HUMAN,57,381.0148251918763,4.810148251918763,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4121291626128901,-1.8539521968734816,Robust
P3C4+Nigericin / P3C4,O60841_K644_M1_17,O60841,GlyGly (K),-2.3357290157373742,2.3357290157373742,0.04110365420105186,0.5152119609241315,6,O60841,EIF5B,Eukaryotic translation initiation factor 5B,IF2P_HUMAN,55,404.80598523277786,5.048059852327778,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.279450099062016,-1.0562789166753583,Robust
P3C4+Nigericin / P3C4,P30085_K179_M1_23,P30085,Myristoyl,1.676955570690018,1.676955570690018,0.04117645226510615,0.515269305950466,6,P30085,CMPK1,UMP-CMP kinase,KCY_HUMAN,27,-68.725809890446385,0.3127419010955362,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.315566149265391,2.992521719955409,Robust
LPS+Nigericin / LPS,Q14847_K75_M1_10,Q14847,Crotonyl,0.5187726915023654,0.5187726915023654,0.04117085066859037,0.515269305950466,6,Q14847,LASP1,LIM and SH3 domain protein 1,LASP1_HUMAN,33,-30.203465640773143,0.6979653435922686,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.8840859940034613,1.4028586855058267,Robust
P3C4+Nigericin / P3C4,Q15149_R3337_M1_22,Q15149,Methyl (KR),-5.9515119051495295,5.9515119051495295,0.04120512532770753,0.5153505055288446,4,Q15149,PLEC,Plectin,PLEC_HUMAN,369,6088.474460926117,61.88474460926117,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.3313306553644684,-4.620181249785061,Robust
P3C4 / Unstim,P10809_K58_M2_13,P10809,Dimethyl (KR),1.5031970437080713,1.5031970437080713,0.04121703418425483,0.5153717926284309,5,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,-64.72292239734398,0.35277077602656026,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.03487154920053166,1.4683254945075397,Robust
LPS+Nigericin / LPS,P61020_S184_M1_31,P61020,Sulfo (STY),1.529099344435958,1.529099344435958,0.04125692509059327,0.5155336261517166,6,P61020,RAB5B,Ras-related protein Rab-5B,RAB5B_HUMAN,11,-65.35063890683399,0.3464936109316601,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.6139253086054086,0.9151740358305493,Robust
LPS+Nigericin / LPS,P55809_R144_M1_22,P55809,Methyl (KR),4.606742660948471,4.606742660948471,0.04134645109981487,0.5157999134649378,6,P55809,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_HUMAN,33,-95.89576446009296,0.04104235539907038,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.25807253864806673,4.348670122300404,Robust
